L1,L2,L3,R1,R2,R3,D1,1X,1Y,1Z,2X,2Y,2Z
0,0,74,-29,-2,-4,1170.0,548.0,-189.0,866.0,916.0,-59.0,430.0
0,0,77,-29,-3,-4,1132.0,740.0,-186.0,842.0,884.0,-294.0,299.0
1,0,93,-29,-3,-5,8191.0,641.0,-260.0,837.0,870.0,-258.0,261.0
14,1,38,-29,-3,-5,110.0,736.0,-442.0,735.0,618.0,-114.0,164.0
55,20,-14,-30,-2,-5,110.0,1098.0,-216.0,390.0,1065.0,-460.0,-18.0
37,38,-16,-27,-2,-5,110.0,176.0,-251.0,263.0,1023.0,36.0,-29.0
2,1,-17,-21,-2,2,8191.0,931.0,-416.0,236.0,635.0,-74.0,616.0
1,1,-18,-19,-2,0,8191.0,1000.0,-314.0,121.0,915.0,-153.0,311.0
0,0,-17,-17,-2,-1,8191.0,906.0,-243.0,252.0,871.0,-151.0,382.0
0,0,-15,-19,-2,0,8191.0,1067.0,-331.0,-74.0,771.0,-111.0,312.0
0,0,-15,-4,-2,-5,8191.0,-372.0,259.0,1617.0,835.0,-106.0,-39.0
0,0,30,23,5,-5,8191.0,2195.0,-647.0,-79.0,1374.0,-432.0,144.0
0,0,82,-15,0,-5,1096.0,357.0,-211.0,-326.0,770.0,-309.0,510.0
0,0,106,-28,-3,-5,1080.0,256.0,-234.0,323.0,883.0,-224.0,367.0
0,0,109,-29,-2,-5,1050.0,467.0,-407.0,579.0,863.0,-200.0,333.0
0,0,111,-29,-3,-5,1050.0,695.0,-440.0,874.0,896.0,-224.0,292.0
1,0,80,-30,-2,-5,1050.0,573.0,-528.0,822.0,770.0,-235.0,114.0
32,8,-12,-30,-2,-5,8191.0,763.0,-102.0,339.0,959.0,-329.0,2.0
73,30,-14,-29,-3,-5,8191.0,505.0,47.0,867.0,1413.0,-412.0,-249.0
22,23,-15,-18,-3,-3,8191.0,1358.0,-445.0,235.0,1020.0,-371.0,472.0
0,0,-17,-19,-2,0,8191.0,871.0,-94.0,211.0,1061.0,-120.0,196.0
0,0,-17,-19,-2,1,8191.0,1009.0,-314.0,270.0,910.0,-236.0,398.0
0,0,-16,-20,-2,5,8191.0,868.0,-267.0,219.0,879.0,-65.0,250.0
0,0,-14,-20,-3,6,8191.0,1059.0,-395.0,-105.0,769.0,-51.0,201.0
0,0,-5,-3,-2,-4,8191.0,1202.0,-268.0,1342.0,1134.0,-110.0,47.0
0,0,29,42,5,-5,8191.0,2319.0,-616.0,-479.0,1364.0,-546.0,222.0
0,0,91,-17,0,-4,8191.0,554.0,-64.0,28.0,554.0,-341.0,416.0
0,0,108,-28,-2,-5,1091.0,-356.0,52.0,794.0,963.0,-240.0,303.0
0,0,128,-29,-3,-5,1120.0,531.0,-395.0,407.0,995.0,-176.0,332.0
0,0,137,-30,-2,-5,8191.0,650.0,-436.0,1019.0,871.0,-265.0,177.0
0,0,141,-30,-2,-6,8191.0,434.0,-426.0,629.0,754.0,-188.0,138.0
8,1,28,-30,-2,-5,8191.0,726.0,-226.0,570.0,969.0,-314.0,-35.0
83,25,-13,-29,-3,-5,8191.0,103.0,189.0,1116.0,1432.0,-285.0,-273.0
22,29,-15,-29,-3,2,8191.0,1075.0,-266.0,316.0,824.0,-264.0,291.0
0,0,-18,-26,-3,3,8191.0,841.0,-304.0,158.0,840.0,-35.0,238.0
0,0,-18,-24,-3,5,8191.0,920.0,-309.0,139.0,738.0,-178.0,329.0
0,0,-16,-22,-3,3,8191.0,795.0,-231.0,322.0,882.0,-50.0,281.0
0,0,-12,-21,-3,7,8191.0,928.0,-273.0,250.0,872.0,33.0,289.0
0,0,-13,-20,-2,0,123.0,-237.0,0.0,66.0,554.0,-49.0,96.0
0,0,-11,15,0,-5,8191.0,533.0,-90.0,1537.0,1518.0,-60.0,43.0
0,0,29,39,12,-5,1021.0,1399.0,-540.0,-179.0,958.0,35.0,135.0
0,0,88,-19,0,-5,1131.0,763.0,-32.0,-90.0,743.0,-295.0,559.0
0,0,100,-28,-2,-5,1133.0,462.0,-391.0,523.0,835.0,-147.0,308.0
0,0,108,-29,-2,-4,1057.0,619.0,-375.0,919.0,899.0,-254.0,342.0
0,0,118,-29,-2,-5,1032.0,581.0,-300.0,910.0,848.0,-256.0,201.0
6,0,69,-29,-3,-5,146.0,469.0,-534.0,301.0,562.0,-177.0,-16.0
56,14,-13,-30,-2,-5,146.0,637.0,-173.0,596.0,1221.0,-499.0,-134.0
29,26,-15,-30,-3,-3,8191.0,1393.0,-668.0,135.0,1028.0,-540.0,210.0
0,0,-17,-26,-2,5,8191.0,975.0,-176.0,100.0,686.0,-50.0,578.0
0,0,-17,-24,-3,7,8191.0,960.0,-452.0,155.0,923.0,-332.0,365.0
0,0,-16,-24,-2,7,8191.0,882.0,-190.0,316.0,913.0,4.0,264.0
0,0,-14,-25,-2,10,8191.0,1093.0,-198.0,43.0,886.0,-69.0,300.0
0,0,-14,-22,-2,0,120.0,-168.0,-207.0,1339.0,430.0,-58.0,-175.0
0,0,-6,13,0,-5,120.0,1254.0,-505.0,1232.0,1534.0,-136.0,-156.0
0,0,51,28,10,-5,1048.0,1237.0,-783.0,-693.0,1123.0,82.0,322.0
0,0,111,-28,-1,-5,1125.0,1145.0,-316.0,685.0,891.0,-190.0,344.0
0,0,124,-30,-2,-5,1129.0,546.0,-364.0,1005.0,876.0,-133.0,297.0
0,0,128,-30,-3,-5,1040.0,354.0,-328.0,893.0,911.0,-320.0,274.0
0,0,123,-29,-3,-4,1040.0,437.0,-426.0,666.0,869.0,-276.0,146.0
16,0,20,-30,-2,-4,186.0,484.0,-497.0,220.0,606.0,-274.0,-11.0
69,15,-14,-30,-2,-5,186.0,1171.0,-370.0,418.0,1237.0,-392.0,-188.0
38,32,-15,-29,-2,-3,186.0,711.0,-389.0,582.0,1134.0,-195.0,169.0
0,0,-17,-23,-2,5,186.0,1112.0,-333.0,74.0,707.0,-92.0,462.0
0,0,-17,-22,-2,6,186.0,902.0,-289.0,267.0,922.0,-308.0,249.0
0,0,-17,-20,-3,3,186.0,931.0,-313.0,239.0,935.0,-118.0,362.0
0,0,-13,-16,-2,-3,186.0,1057.0,-304.0,52.0,843.0,-24.0,286.0
0,0,-14,-6,-2,-5,186.0,-46.0,196.0,788.0,562.0,-71.0,-14.0
0,0,6,37,4,-5,1045.0,2086.0,-500.0,166.0,1736.0,-234.0,69.0
0,0,79,12,11,-5,1108.0,772.0,-516.0,-362.0,1033.0,12.0,571.0
0,0,96,-26,-2,-5,1270.0,-224.0,-21.0,518.0,976.0,-209.0,323.0
0,0,86,-30,-2,-5,8191.0,449.0,-435.0,462.0,806.0,-101.0,362.0
0,0,88,-30,-2,-5,1081.0,687.0,-292.0,881.0,805.0,-299.0,225.0
0,0,101,-30,-3,-5,1081.0,454.0,-245.0,823.0,821.0,-239.0,122.0
20,2,18,-29,-2,-5,8191.0,629.0,115.0,542.0,937.0,-199.0,-76.0
85,20,-13,-30,-2,-5,8191.0,110.0,187.0,785.0,1210.0,-293.0,-217.0
14,16,-16,-27,-3,7,8191.0,1856.0,-432.0,388.0,1003.0,-171.0,381.0
0,0,-17,-29,-2,9,8191.0,875.0,-126.0,332.0,1013.0,-79.0,120.0
0,0,-17,-30,-2,9,8191.0,951.0,-248.0,306.0,887.0,-67.0,292.0
-1,0,-14,-29,-3,11,8191.0,891.0,-377.0,395.0,946.0,-96.0,311.0
0,0,-12,-27,-3,8,8191.0,904.0,-171.0,398.0,836.0,51.0,183.0
0,0,-15,-16,-2,-4,203.0,1477.0,-367.0,926.0,845.0,-263.0,138.0
0,0,-9,35,4,-5,1052.0,1827.0,-197.0,649.0,1520.0,-125.0,74.0
0,0,57,14,13,-5,1086.0,1460.0,-850.0,26.0,892.0,-48.0,404.0
0,0,87,-28,-2,-5,1191.0,560.0,-256.0,523.0,878.0,15.0,503.0
0,0,86,-30,-2,-5,1198.0,367.0,-335.0,466.0,791.0,-186.0,416.0
0,0,93,-30,-2,-5,1136.0,589.0,-283.0,853.0,834.0,-294.0,339.0
1,0,121,-29,-2,-5,8191.0,712.0,-333.0,887.0,977.0,-279.0,227.0
5,2,73,-30,-3,-5,145.0,1074.0,-159.0,423.0,677.0,-197.0,87.0
63,20,-12,-29,-2,-5,145.0,583.0,-625.0,811.0,1258.0,-353.0,-2.0
43,43,-15,-29,-3,-4,8191.0,1503.0,-750.0,457.0,1419.0,-298.0,209.0
3,1,-18,-21,-2,0,8191.0,944.0,-457.0,189.0,600.0,32.0,506.0
0,0,-17,-20,-2,0,8191.0,923.0,-430.0,126.0,859.0,-427.0,290.0
0,0,-18,-20,-2,1,8191.0,847.0,-312.0,280.0,900.0,-60.0,346.0
0,0,-15,-24,-2,9,8191.0,927.0,-295.0,233.0,884.0,-155.0,254.0
0,0,-14,-22,-2,2,82.0,189.0,-143.0,796.0,424.0,-10.0,-206.0
0,0,-7,12,0,-4,8191.0,575.0,-106.0,1713.0,1536.0,-56.0,-108.0
0,0,53,29,9,-5,1095.0,1484.0,-792.0,-985.0,1224.0,126.0,325.0
0,0,101,-28,-1,-5,1185.0,1239.0,-282.0,291.0,727.0,-229.0,363.0
0,0,91,-29,-2,-5,1229.0,417.0,-416.0,866.0,871.0,-7.0,423.0
4,0,55,-29,-3,-5,8191.0,487.0,-502.0,693.0,862.0,-279.0,335.0
6,0,52,-29,-2,-5,8191.0,364.0,-393.0,907.0,726.0,-327.0,269.0
15,6,21,-30,-2,-5,115.0,508.0,-360.0,322.0,715.0,-124.0,90.0
59,19,-14,-30,-2,-5,115.0,1399.0,-372.0,558.0,1147.0,-387.0,116.0
32,33,-16,-23,-2,-3,115.0,658.0,-121.0,346.0,1096.0,-208.0,351.0
0,0,-17,-24,-3,7,115.0,1183.0,-297.0,105.0,715.0,98.0,405.0
0,0,-17,-28,-2,9,115.0,908.0,-292.0,311.0,945.0,-268.0,206.0
0,0,-18,-24,-3,5,115.0,923.0,-126.0,155.0,961.0,-149.0,251.0
0,0,-18,-21,-3,4,115.0,1014.0,-288.0,103.0,919.0,-52.0,314.0
0,0,-16,-21,-3,4,115.0,962.0,-216.0,307.0,863.0,-90.0,355.0
0,0,-14,-19,-2,0,123.0,-47.0,186.0,61.0,488.0,5.0,9.0
0,0,-13,17,0,-5,8191.0,645.0,-80.0,1558.0,1562.0,-135.0,-6.0
0,0,22,53,11,-5,1126.0,1739.0,-548.0,-183.0,928.0,71.0,251.0
0,0,66,-17,0,-5,1229.0,790.0,-77.0,-441.0,559.0,-354.0,579.0
0,0,86,-28,-2,-5,1229.0,482.0,-337.0,866.0,954.0,-200.0,424.0
0,0,91,-30,-2,-5,1222.0,368.0,-441.0,754.0,788.0,-298.0,325.0
0,0,124,-29,-2,-5,1082.0,687.0,-483.0,915.0,865.0,-301.0,391.0
0,0,138,-29,-3,-5,8191.0,907.0,-595.0,819.0,756.0,-221.0,186.0
15,2,29,-29,-2,-5,8191.0,258.0,-150.0,833.0,999.0,-243.0,74.0
89,24,-12,-30,-2,-5,8191.0,1266.0,-567.0,124.0,1533.0,-329.0,-62.0
20,24,-17,-21,-2,-2,8191.0,1397.0,-331.0,104.0,736.0,-431.0,380.0
0,0,-17,-22,-3,4,8191.0,922.0,-293.0,317.0,963.0,-166.0,312.0
0,0,-17,-21,-2,4,8191.0,979.0,-294.0,34.0,806.0,-337.0,363.0
0,0,-16,-18,-2,0,8191.0,800.0,-263.0,63.0,840.0,-57.0,269.0
0,0,-12,-26,-2,6,8191.0,1054.0,-575.0,-173.0,852.0,-7.0,228.0
0,0,-12,-17,-2,-4,260.0,-207.0,319.0,1063.0,984.0,-271.0,-12.0
0,0,3,41,5,-5,8191.0,2097.0,-884.0,916.0,1921.0,-513.0,77.0
0,0,68,11,12,-4,1063.0,1182.0,-993.0,-633.0,830.0,55.0,511.0
0,0,79,-28,-1,-5,8191.0,-140.0,-197.0,876.0,937.0,-427.0,272.0
3,0,74,-29,-3,-5,1192.0,105.0,-263.0,498.0,789.0,-109.0,378.0
0,0,90,-29,-2,-5,1142.0,492.0,-416.0,673.0,788.0,-262.0,332.0
0,0,134,-30,-3,-5,8191.0,974.0,-585.0,623.0,888.0,-343.0,244.0
0,0,124,-30,-3,-5,204.0,104.0,-334.0,-47.0,681.0,-167.0,14.0
27,10,-4,-30,-2,-5,204.0,444.0,-76.0,691.0,1000.0,-532.0,-6.0
60,27,-14,-30,-3,-5,204.0,171.0,-142.0,571.0,1309.0,-375.0,-142.0
18,10,-16,-20,-3,0,204.0,1229.0,-89.0,513.0,885.0,-286.0,510.0
0,0,-17,-19,-2,1,204.0,936.0,-168.0,199.0,913.0,-170.0,241.0
0,0,-16,-19,-2,1,204.0,933.0,-278.0,200.0,813.0,-238.0,387.0
0,0,-15,-19,-2,1,204.0,940.0,-323.0,163.0,864.0,-175.0,252.0
0,0,-15,-17,-2,-2,141.0,413.0,-335.0,772.0,390.0,-54.0,-144.0
0,0,3,19,1,-4,8191.0,1939.0,-806.0,1122.0,1590.0,63.0,24.0
0,0,35,26,11,-5,1214.0,1313.0,-689.0,-643.0,685.0,-315.0,352.0
0,0,80,-28,-2,-4,1214.0,1555.0,-307.0,226.0,833.0,-255.0,571.0
0,0,80,-29,-3,-5,1214.0,935.0,-370.0,556.0,835.0,-26.0,538.0
0,0,75,-29,-3,-5,8191.0,548.0,-481.0,610.0,742.0,-417.0,246.0
3,1,60,-29,-3,-5,141.0,576.0,-215.0,533.0,528.0,-101.0,15.0
56,14,-14,-30,-3,-5,141.0,306.0,-602.0,732.0,1364.0,-496.0,-132.0
33,33,-15,-30,-3,-4,141.0,473.0,-54.0,1070.0,1097.0,-121.0,-42.0
0,0,-17,-26,-3,7,141.0,1062.0,-261.0,56.0,603.0,12.0,512.0
0,1,-18,-29,-2,13,141.0,1112.0,-272.0,104.0,1024.0,-226.0,208.0
0,0,-17,-29,-2,16,8191.0,948.0,-195.0,291.0,1005.0,-189.0,221.0
0,0,-15,-29,-3,16,8191.0,1047.0,-314.0,60.0,926.0,-220.0,238.0
0,0,-14,-30,-3,13,8191.0,905.0,-216.0,126.0,840.0,-76.0,127.0
-1,0,-14,-29,-2,3,227.0,442.0,-123.0,897.0,845.0,-319.0,-125.0
0,0,-6,7,0,-5,227.0,635.0,-354.0,1484.0,1489.0,-180.0,-24.0
0,0,32,10,11,-5,8191.0,1315.0,-454.0,-436.0,839.0,-61.0,223.0
0,0,78,-28,-2,-4,1109.0,1170.0,-288.0,461.0,794.0,-347.0,542.0
0,0,101,-30,-2,-5,1122.0,730.0,-315.0,990.0,893.0,-208.0,382.0
0,0,98,-30,-2,-5,1139.0,487.0,-339.0,857.0,879.0,-350.0,398.0
1,0,104,-30,-2,-5,8191.0,667.0,-410.0,616.0,695.0,-274.0,248.0
13,2,30,-29,-3,-5,119.0,752.0,-568.0,494.0,754.0,-284.0,137.0
75,22,-14,-30,-2,-5,8191.0,561.0,-229.0,305.0,1529.0,-452.0,-83.0
30,37,-16,-29,-3,-3,8191.0,494.0,-559.0,928.0,941.0,-309.0,181.0
0,0,-18,-25,-3,4,8191.0,1141.0,-323.0,167.0,716.0,15.0,428.0
0,0,-17,-22,-2,2,8191.0,997.0,-318.0,163.0,877.0,-308.0,356.0
0,0,-17,-16,-2,-4,8191.0,1024.0,-255.0,98.0,937.0,-130.0,350.0
0,0,-18,-16,-2,-4,8191.0,881.0,-305.0,157.0,787.0,-245.0,402.0
0,0,-15,-17,-2,0,8191.0,1132.0,-340.0,1.0,758.0,-53.0,277.0
0,0,-15,-3,-1,-5,8191.0,998.0,-390.0,1059.0,1164.0,-171.0,229.0
0,0,6,42,7,-5,1081.0,1962.0,-227.0,571.0,1418.0,-349.0,207.0
0,0,68,5,10,-5,1201.0,837.0,-459.0,-741.0,832.0,-228.0,586.0
0,0,116,-28,-1,-5,1232.0,-173.0,-129.0,404.0,890.0,-258.0,400.0
0,0,113,-30,-2,-5,1229.0,623.0,-308.0,405.0,929.0,-103.0,438.0
0,0,95,-29,-2,-5,1118.0,534.0,-452.0,944.0,818.0,-303.0,312.0
3,0,97,-30,-3,-6,1118.0,507.0,-383.0,535.0,804.0,-336.0,198.0
16,6,-2,-30,-3,-5,8191.0,535.0,-197.0,348.0,585.0,-316.0,74.0
84,28,-13,-30,-2,-5,8191.0,623.0,-433.0,-1645.0,1597.0,-538.0,758.0
21,27,-16,-21,-3,-3,8191.0,1493.0,-185.0,258.0,816.0,-647.0,351.0
1,1,-17,-19,-2,0,8191.0,921.0,-317.0,108.0,879.0,-240.0,387.0
0,0,-18,-20,-3,4,8191.0,961.0,-312.0,169.0,957.0,-413.0,374.0
0,0,-17,-23,-2,4,8191.0,1055.0,-279.0,146.0,864.0,-214.0,263.0
0,0,-15,-23,-2,7,8191.0,966.0,-313.0,255.0,825.0,-108.0,233.0
0,0,-15,-15,-2,-5,8191.0,-81.0,119.0,1062.0,883.0,-120.0,79.0
0,0,15,41,5,-5,8191.0,2469.0,-752.0,-231.0,1558.0,-537.0,127.0
0,0,79,-2,6,-5,8191.0,630.0,-518.0,-144.0,815.0,-17.0,493.0
0,0,106,-26,-2,-5,1138.0,-80.0,234.0,165.0,936.0,-321.0,345.0
0,0,116,-29,-2,-5,1094.0,93.0,-481.0,691.0,867.0,-305.0,294.0
0,0,118,-30,-3,-5,1078.0,705.0,-371.0,716.0,892.0,-377.0,305.0
0,0,123,-29,-3,-5,8191.0,666.0,-516.0,644.0,717.0,-379.0,201.0
14,3,16,-30,-2,-5,169.0,746.0,-359.0,661.0,827.0,-420.0,152.0
66,27,-15,-29,-2,-5,169.0,805.0,-612.0,816.0,1428.0,-406.0,-111.0
25,32,-17,-26,-2,-4,169.0,-119.0,-92.0,335.0,728.0,-338.0,225.0
0,0,-18,-13,-2,-4,169.0,1094.0,-261.0,299.0,799.0,-293.0,622.0
0,0,-17,-11,-3,-4,169.0,936.0,-381.0,136.0,816.0,-300.0,371.0
0,0,-16,-18,-3,1,169.0,985.0,-350.0,310.0,880.0,-81.0,381.0
0,0,-14,-18,-3,4,155.0,192.0,-452.0,1109.0,548.0,5.0,-241.0
0,0,2,18,0,-5,8191.0,1955.0,-592.0,683.0,1444.0,-109.0,147.0
0,0,60,13,9,-5,8191.0,1378.0,-955.0,-1040.0,834.0,-330.0,546.0
0,0,82,-28,-2,-4,1111.0,550.0,-420.0,842.0,925.0,-416.0,286.0
0,0,96,-29,-2,-5,8191.0,564.0,-544.0,618.0,924.0,-222.0,348.0
0,0,103,-30,-2,-5,8191.0,520.0,-587.0,780.0,845.0,-376.0,222.0
0,0,100,-29,-2,-5,160.0,498.0,-324.0,491.0,695.0,-145.0,51.0
26,6,0,-29,-3,-5,160.0,709.0,-562.0,951.0,953.0,-299.0,-53.0
34,22,-14,-29,-2,-4,160.0,2051.0,-681.0,508.0,1528.0,-361.0,24.0
3,0,-17,-20,-2,2,160.0,788.0,-314.0,362.0,751.0,115.0,372.0
0,1,-17,-19,-2,-1,160.0,1000.0,-149.0,76.0,890.0,-130.0,280.0
0,0,-17,-18,-2,0,160.0,932.0,-264.0,287.0,839.0,-151.0,306.0
0,0,-16,-18,-2,6,160.0,922.0,-400.0,188.0,888.0,-152.0,312.0
0,0,-14,-20,-2,1,160.0,-211.0,14.0,1376.0,465.0,-28.0,-160.0
0,0,-3,7,-2,-4,8191.0,1296.0,-801.0,882.0,1318.0,-23.0,-30.0
0,0,52,23,6,-5,992.0,1143.0,-722.0,-212.0,1029.0,-150.0,291.0
0,0,101,-27,-1,-5,1096.0,1115.0,-62.0,98.0,837.0,-297.0,512.0
0,0,110,-29,-3,-5,1087.0,778.0,-356.0,926.0,904.0,-169.0,286.0
2,0,85,-29,-3,-4,1077.0,567.0,-510.0,855.0,822.0,-344.0,250.0
6,0,43,-29,-2,-5,156.0,519.0,-220.0,597.0,527.0,-174.0,125.0
40,11,-13,-29,-3,-4,156.0,706.0,-575.0,537.0,1025.0,-451.0,-119.0
28,33,-15,-30,-3,-5,156.0,4653.0,-1676.0,-1006.0,1379.0,-768.0,436.0
2,0,-18,-22,-2,5,156.0,691.0,-385.0,461.0,831.0,-113.0,447.0
0,0,-17,-21,-2,3,156.0,928.0,-289.0,120.0,825.0,-225.0,253.0
0,0,-17,-19,-2,0,156.0,936.0,-261.0,58.0,883.0,-62.0,325.0
0,0,-16,-18,-2,4,156.0,995.0,-138.0,214.0,896.0,-60.0,389.0
0,0,-15,-28,-3,10,156.0,1121.0,-262.0,217.0,791.0,121.0,255.0
0,0,-16,-17,-3,-1,156.0,1675.0,-226.0,1264.0,912.0,-257.0,46.0
0,0,5,30,2,-5,998.0,1783.0,-102.0,989.0,1619.0,-130.0,172.0
0,0,41,7,10,-6,1123.0,1202.0,-620.0,-562.0,751.0,-108.0,479.0
0,0,80,-28,-1,-5,1182.0,532.0,-253.0,805.0,864.0,-204.0,290.0
0,0,108,-29,-3,-5,1156.0,837.0,-430.0,287.0,814.0,-130.0,433.0
0,0,136,-29,-2,-5,1034.0,853.0,-537.0,787.0,789.0,-224.0,291.0
0,0,86,-30,-3,-5,141.0,259.0,-464.0,703.0,791.0,-134.0,91.0
50,19,-2,-29,-2,-5,141.0,815.0,-300.0,489.0,1567.0,-466.0,-131.0
30,29,-14,-30,-3,-5,141.0,6088.0,-2171.0,-919.0,1027.0,-530.0,419.0
0,0,-17,-28,-3,7,141.0,604.0,-558.0,321.0,716.0,-7.0,452.0
0,0,-17,-26,-3,7,141.0,959.0,-455.0,311.0,968.0,-157.0,258.0
0,0,-17,-24,-2,2,141.0,935.0,-106.0,273.0,885.0,-80.0,262.0
0,0,-14,-20,-2,3,141.0,849.0,-455.0,-55.0,907.0,14.0,437.0
0,0,-13,-19,-2,0,141.0,975.0,-82.0,-148.0,658.0,-46.0,169.0
0,0,-14,2,-1,-5,141.0,747.0,-568.0,955.0,1440.0,-5.0,134.0
0,0,13,42,6,-5,1064.0,1665.0,-427.0,399.0,1305.0,-432.0,201.0
0,0,75,3,7,-4,1201.0,790.0,-371.0,-796.0,789.0,-291.0,550.0
0,0,108,-27,-2,-5,1201.0,272.0,-230.0,3.0,855.0,-217.0,379.0
0,0,74,-29,-2,-5,1146.0,274.0,-380.0,698.0,829.0,-322.0,346.0
2,0,84,-30,-2,-5,1042.0,629.0,-191.0,957.0,842.0,-354.0,210.0
7,0,53,-29,-2,-5,178.0,750.0,-688.0,239.0,492.0,-165.0,-113.0
63,14,-12,-29,-4,-5,178.0,1744.0,-254.0,-52.0,1384.0,-677.0,8.0
20,26,-16,-29,-3,4,178.0,116.0,-605.0,-348.0,1097.0,-398.0,456.0
0,0,-17,-26,-3,8,178.0,887.0,-340.0,241.0,909.0,-106.0,273.0
0,0,-17,-23,-2,5,178.0,881.0,-211.0,110.0,808.0,-208.0,324.0
0,0,-17,-22,-2,9,178.0,957.0,-302.0,155.0,952.0,-5.0,338.0
0,0,-16,-27,-3,12,178.0,1079.0,-350.0,164.0,910.0,-17.0,313.0
0,0,-14,-25,-3,0,161.0,-154.0,-19.0,15.0,729.0,-270.0,234.0
0,0,-8,24,0,-5,1091.0,1875.0,-791.0,1192.0,1709.0,-239.0,-1.0
0,0,42,17,9,-5,1138.0,1285.0,-913.0,-459.0,903.0,-14.0,275.0
0,0,88,-27,-1,-5,1152.0,1385.0,-307.0,214.0,852.0,-225.0,493.0
0,0,114,-29,-2,-5,1170.0,591.0,-45.0,1566.0,829.0,-141.0,295.0
0,0,135,-30,-2,-5,8191.0,642.0,-280.0,980.0,964.0,-317.0,181.0
0,0,137,-30,-2,-5,8191.0,787.0,-272.0,791.0,745.0,-146.0,76.0
12,2,29,-30,-3,-5,8191.0,862.0,-146.0,613.0,1075.0,-340.0,-87.0
73,24,-13,-30,-3,-5,8191.0,773.0,-231.0,734.0,1388.0,-384.0,-182.0
17,18,-15,-25,-2,-2,8191.0,1173.0,-506.0,-42.0,836.0,-271.0,349.0
0,0,-17,-21,-3,5,8191.0,849.0,-210.0,217.0,960.0,-196.0,310.0
0,0,-17,-20,-3,4,8191.0,922.0,-346.0,107.0,885.0,-234.0,318.0
0,0,-17,-19,-3,0,8191.0,925.0,-173.0,273.0,905.0,-66.0,316.0
0,0,-15,-19,-3,0,8191.0,1006.0,-220.0,-102.0,646.0,-121.0,343.0
0,0,-15,0,-2,-5,8191.0,210.0,107.0,1506.0,1503.0,-189.0,87.0
0,0,14,44,7,-5,1090.0,2019.0,-474.0,-21.0,1290.0,-402.0,152.0
0,0,68,-9,2,-5,1179.0,391.0,-224.0,-577.0,620.0,-314.0,638.0
1,0,93,-28,-3,-5,1186.0,139.0,-121.0,361.0,833.0,-391.0,325.0
1,0,109,-29,-3,-5,1132.0,476.0,-450.0,770.0,915.0,-282.0,290.0
0,0,128,-29,-3,-5,1093.0,595.0,-426.0,906.0,896.0,-237.0,268.0
1,0,117,-30,-2,-5,1093.0,731.0,-293.0,582.0,596.0,-68.0,22.0
29,9,-8,-30,-3,-4,1093.0,699.0,-291.0,682.0,1064.0,-420.0,-55.0
57,29,-15,-30,-3,-6,1093.0,1459.0,-311.0,-301.0,1384.0,-298.0,129.0
8,3,-16,-22,-2,0,1093.0,892.0,-202.0,249.0,859.0,-97.0,456.0
0,0,-18,-22,-2,3,1093.0,901.0,-306.0,307.0,924.0,-244.0,300.0
0,0,-17,-23,-2,2,1093.0,922.0,-321.0,183.0,827.0,-211.0,260.0
0,0,-17,-19,-2,5,8191.0,990.0,-257.0,221.0,950.0,-22.0,328.0
0,0,-14,-22,-2,5,8191.0,895.0,-157.0,-10.0,611.0,-155.0,114.0
0,0,-16,3,-2,-5,8191.0,905.0,-200.0,1350.0,1356.0,-182.0,18.0
0,0,27,39,5,-5,1020.0,2039.0,-372.0,-249.0,1261.0,-307.0,106.0
1,0,80,-13,0,-5,1116.0,338.0,-156.0,-369.0,630.0,-353.0,544.0
2,0,77,-29,-2,-4,1187.0,270.0,-140.0,488.0,963.0,-358.0,465.0
7,0,38,-29,-2,-5,1108.0,722.0,-273.0,642.0,818.0,-336.0,376.0
6,1,36,-30,-2,-4,8191.0,753.0,-719.0,836.0,765.0,-209.0,319.0
9,3,52,-30,-2,-5,112.0,669.0,-499.0,568.0,610.0,-83.0,48.0
54,17,-14,-29,-4,-5,112.0,812.0,-289.0,446.0,1313.0,-477.0,-38.0
23,32,-16,-26,-3,-2,112.0,933.0,-647.0,223.0,1149.0,-280.0,215.0
0,1,-17,-26,-2,3,112.0,857.0,-111.0,106.0,854.0,-48.0,353.0
0,0,-18,-26,-2,5,112.0,943.0,-332.0,98.0,871.0,-206.0,162.0
0,1,-17,-26,-2,5,112.0,884.0,-160.0,403.0,1020.0,-45.0,260.0
0,0,-15,-22,-3,3,8191.0,1003.0,-452.0,61.0,924.0,-50.0,284.0
0,0,-14,-17,-2,-1,8191.0,920.0,-87.0,226.0,620.0,-124.0,192.0
0,0,-12,12,0,-4,8191.0,1184.0,-277.0,1208.0,1434.0,-20.0,-16.0
0,0,20,47,8,-5,8191.0,1970.0,-620.0,-467.0,1197.0,-212.0,108.0
0,0,71,-14,1,-5,1122.0,275.0,-32.0,-249.0,661.0,-368.0,510.0
0,0,110,-29,-2,-5,1182.0,411.0,-167.0,-53.0,904.0,-148.0,376.0
0,0,107,-29,-3,-5,1069.0,380.0,-445.0,716.0,937.0,-167.0,441.0
1,0,74,-29,-3,-5,8191.0,364.0,-426.0,841.0,790.0,-299.0,302.0
4,0,69,-29,-3,-5,8191.0,673.0,-318.0,629.0,783.0,-302.0,172.0
16,4,10,-29,-2,-5,8191.0,741.0,-228.0,211.0,841.0,-189.0,25.0
76,23,-14,-30,-3,-5,8191.0,700.0,62.0,794.0,1462.0,-454.0,-102.0
17,24,-16,-26,-2,0,8191.0,1369.0,-254.0,460.0,897.0,-515.0,312.0
