L1,L2,L3,R1,R2,R3,D1,1X,1Y,1Z,2X,2Y,2Z
1,1,-17,-18,-3,0,8191.0,1009.0,-310.0,305.0,1005.0,-185.0,349.0
0,0,-18,-17,-3,-2,8191.0,961.0,-284.0,33.0,869.0,-98.0,293.0
0,0,-18,-21,-2,2,8191.0,995.0,-176.0,200.0,861.0,-191.0,189.0
0,0,-17,-23,-2,7,8191.0,838.0,-391.0,367.0,963.0,-142.0,334.0
0,0,-15,-21,-2,0,139.0,282.0,-124.0,925.0,400.0,-43.0,-157.0
0,0,-15,9,0,-5,8191.0,786.0,-186.0,1079.0,1466.0,-133.0,-9.0
0,0,16,51,10,-5,1065.0,1872.0,-534.0,-250.0,1259.0,-190.0,198.0
0,0,69,-9,3,-5,1146.0,386.0,-95.0,-766.0,614.0,-424.0,578.0
0,0,89,-28,-2,-4,1198.0,106.0,-69.0,428.0,1075.0,-204.0,376.0
1,0,78,-29,-2,-6,1085.0,649.0,-356.0,370.0,849.0,-167.0,351.0
2,0,77,-28,-3,-5,1085.0,792.0,-400.0,730.0,885.0,-320.0,293.0
3,0,83,-29,-3,-5,1085.0,619.0,-223.0,801.0,681.0,-282.0,64.0
23,7,-5,-30,-3,-5,1085.0,478.0,7.0,281.0,691.0,-224.0,26.0
66,22,-15,-23,-2,-5,1085.0,394.0,-203.0,891.0,1505.0,-408.0,157.0
8,4,-16,-22,-4,3,1085.0,1212.0,-197.0,62.0,744.0,-238.0,339.0
0,0,-19,-25,-3,10,1085.0,836.0,-270.0,197.0,1046.0,-192.0,219.0
0,0,-17,-27,-2,4,8191.0,871.0,-116.0,297.0,831.0,-54.0,309.0
0,0,-17,-24,-2,7,8191.0,995.0,-249.0,253.0,915.0,-54.0,342.0
0,0,-13,-24,-2,10,8191.0,1038.0,-417.0,426.0,907.0,57.0,328.0
0,0,-14,-16,-2,-3,128.0,1434.0,-14.0,543.0,664.0,-188.0,123.0
0,0,-11,26,2,-4,8191.0,852.0,-294.0,1479.0,1522.0,-21.0,-11.0
0,0,21,23,13,-5,1127.0,1946.0,-564.0,-615.0,1023.0,-21.0,128.0
0,0,74,-21,-1,-5,1115.0,1272.0,-332.0,-118.0,671.0,-223.0,700.0
0,0,80,-29,-2,-5,1136.0,495.0,-339.0,1071.0,837.0,-124.0,326.0
0,0,94,-30,-2,-5,1041.0,471.0,-461.0,840.0,828.0,-276.0,261.0
0,0,120,-30,-3,-5,8191.0,820.0,-386.0,773.0,870.0,-241.0,183.0
5,2,55,-29,-2,-5,124.0,369.0,-276.0,267.0,344.0,-186.0,16.0
57,22,-14,-30,-3,-5,124.0,967.0,-258.0,342.0,1397.0,-400.0,-102.0
36,35,-16,-30,-2,-5,124.0,456.0,-45.0,1058.0,1123.0,-400.0,86.0
1,0,-18,-23,-3,3,124.0,983.0,-283.0,191.0,696.0,105.0,511.0
0,0,-18,-24,-3,6,124.0,1048.0,-220.0,104.0,980.0,-239.0,228.0
0,0,-17,-28,-3,10,124.0,955.0,-426.0,203.0,931.0,-177.0,293.0
0,0,-15,-30,-3,13,124.0,930.0,-301.0,205.0,903.0,-128.0,270.0
0,0,-13,-31,-3,10,124.0,1036.0,-228.0,89.0,744.0,-61.0,140.0
0,0,-8,-22,-2,0,124.0,263.0,15.0,1000.0,1025.0,-267.0,-84.0
0,0,25,26,2,-5,992.0,2313.0,-432.0,-255.0,1336.0,-388.0,196.0
0,0,60,1,8,-5,1035.0,704.0,-540.0,-261.0,584.0,-333.0,423.0
0,0,77,-28,-3,-5,1126.0,-355.0,-17.0,468.0,1054.0,-371.0,375.0
3,0,47,-30,-2,-5,1080.0,503.0,-256.0,508.0,732.0,-259.0,308.0
3,0,67,-29,-2,-5,8191.0,991.0,-568.0,729.0,886.0,-319.0,300.0
4,0,89,-30,-3,-5,150.0,1060.0,-473.0,797.0,701.0,-11.0,63.0
42,10,-12,-30,-3,-5,8191.0,764.0,-269.0,491.0,1357.0,-635.0,-133.0
27,26,-14,-29,-3,-5,8191.0,991.0,-520.0,1198.0,1307.0,-294.0,-35.0
2,0,-17,-16,-2,-2,8191.0,960.0,-461.0,129.0,840.0,154.0,576.0
0,0,-17,-16,-3,0,8191.0,1018.0,-424.0,167.0,966.0,-301.0,300.0
0,0,-17,-20,-2,1,8191.0,830.0,-329.0,145.0,882.0,-111.0,295.0
0,0,-15,-19,-3,4,8191.0,952.0,-405.0,174.0,941.0,-90.0,236.0
0,0,-16,-16,-3,0,113.0,-55.0,-192.0,1493.0,490.0,-42.0,-171.0
0,0,-5,19,0,-5,8191.0,1490.0,-514.0,948.0,1577.0,60.0,-13.0
0,0,45,24,8,-5,8191.0,1239.0,-740.0,-1053.0,1059.0,-172.0,492.0
1,0,74,-28,-1,-5,1112.0,1054.0,-242.0,947.0,947.0,-146.0,388.0
1,-1,64,-29,-3,-4,1034.0,512.0,-321.0,556.0,862.0,-91.0,413.0
2,0,65,-30,-2,-5,8191.0,453.0,-494.0,585.0,788.0,-388.0,267.0
2,0,91,-30,-3,-5,8191.0,874.0,-459.0,751.0,829.0,-252.0,305.0
13,3,5,-30,-2,-5,172.0,277.0,-497.0,576.0,678.0,-168.0,10.0
75,25,-14,-30,-3,-5,172.0,1876.0,-629.0,-91.0,1659.0,-496.0,-42.0
26,33,-16,-28,-2,-5,172.0,1317.0,-419.0,342.0,905.0,-653.0,266.0
1,0,-17,-20,-3,0,172.0,965.0,-404.0,261.0,774.0,-266.0,478.0
0,0,-18,-18,-2,0,172.0,1034.0,-225.0,115.0,906.0,-348.0,307.0
0,0,-18,-20,-2,3,172.0,794.0,-245.0,372.0,916.0,-217.0,314.0
0,0,-17,-18,-3,2,172.0,959.0,-351.0,131.0,880.0,-105.0,276.0
0,0,-14,-16,-3,1,172.0,1131.0,-276.0,-131.0,800.0,-96.0,221.0
0,0,-16,-10,-3,-5,172.0,-215.0,-71.0,1588.0,787.0,-201.0,-44.0
0,0,17,38,4,-5,172.0,2003.0,-427.0,622.0,1732.0,-446.0,107.0
1,0,45,2,8,-5,8191.0,769.0,-485.0,-529.0,751.0,-191.0,483.0
3,0,54,-28,-1,-5,1142.0,-122.0,-120.0,-219.0,907.0,-380.0,225.0
4,0,60,-30,-2,-6,1145.0,350.0,-460.0,518.0,815.0,-119.0,361.0
1,0,88,-29,-3,-5,1091.0,693.0,-440.0,761.0,917.0,-261.0,359.0
1,0,101,-30,-3,-5,1091.0,716.0,-533.0,844.0,752.0,-223.0,226.0
23,6,4,-29,-3,-5,222.0,435.0,-334.0,331.0,1010.0,-381.0,47.0
73,23,-14,-30,-3,-5,222.0,593.0,-132.0,801.0,1340.0,-423.0,-111.0
14,20,-15,-24,-2,-1,222.0,1625.0,-301.0,280.0,893.0,-524.0,341.0
0,0,-17,-22,-2,4,222.0,773.0,-243.0,407.0,927.0,-139.0,278.0
0,0,-17,-17,-2,-2,222.0,924.0,-423.0,17.0,773.0,-278.0,319.0
0,0,-17,-14,-3,-5,222.0,917.0,-219.0,272.0,889.0,-101.0,337.0
0,0,-15,-16,-3,-4,222.0,920.0,-414.0,69.0,771.0,-124.0,403.0
0,0,-15,-18,-2,-2,138.0,154.0,-29.0,1561.0,518.0,-114.0,-178.0
0,0,-5,21,1,-4,8191.0,1892.0,-646.0,1061.0,1526.0,-59.0,43.0
0,0,35,22,11,-5,8191.0,1411.0,-766.0,-601.0,890.0,-82.0,311.0
0,0,102,-29,-2,-5,8191.0,1330.0,-275.0,757.0,834.0,-185.0,399.0
0,0,125,-29,-3,-5,1166.0,549.0,-420.0,874.0,865.0,-178.0,377.0
0,0,131,-30,-3,-5,1073.0,738.0,-377.0,895.0,906.0,-355.0,299.0
0,0,126,-29,-2,-5,8191.0,565.0,-405.0,848.0,813.0,-259.0,186.0
0,0,84,-30,-2,-5,121.0,718.0,-375.0,645.0,607.0,-107.0,11.0
35,15,-6,-30,-2,-5,121.0,941.0,-145.0,532.0,1234.0,-414.0,-134.0
29,31,-15,-30,-2,-4,121.0,400.0,-441.0,1547.0,1308.0,-32.0,-36.0
2,0,-17,-24,-3,3,121.0,1029.0,-87.0,178.0,703.0,41.0,508.0
0,0,-18,-20,-3,4,121.0,1017.0,-245.0,160.0,983.0,-189.0,241.0
0,0,-18,-19,-3,2,121.0,1006.0,-197.0,67.0,867.0,-109.0,340.0
0,0,-16,-19,-2,0,121.0,931.0,-203.0,112.0,882.0,-136.0,367.0
0,0,-15,-20,-3,3,121.0,1094.0,-402.0,106.0,812.0,-46.0,383.0
0,0,-14,-19,-2,-1,156.0,594.0,-51.0,634.0,741.0,-213.0,215.0
0,0,-3,28,3,-5,156.0,1638.0,-319.0,1126.0,1551.0,-253.0,-2.0
0,0,30,21,12,-5,1088.0,1533.0,-690.0,-946.0,1087.0,54.0,373.0
0,0,87,-27,-1,-5,1154.0,808.0,-93.0,871.0,746.0,-136.0,250.0
3,-1,76,-29,-2,-6,1129.0,274.0,-215.0,716.0,822.0,-93.0,439.0
1,0,94,-30,-2,-5,1087.0,351.0,-444.0,698.0,810.0,-332.0,295.0
0,-1,138,-29,-3,-4,1045.0,682.0,-434.0,790.0,878.0,-352.0,203.0
0,0,126,-30,-3,-5,158.0,553.0,-383.0,476.0,567.0,-152.0,21.0
29,10,-6,-29,-3,-5,8191.0,538.0,-67.0,653.0,1284.0,-510.0,-121.0
46,27,-14,-30,-3,-5,8191.0,1000.0,-334.0,1030.0,1328.0,-413.0,26.0
5,2,-17,-26,-3,3,8191.0,1034.0,-436.0,15.0,814.0,-7.0,463.0
0,0,-17,-27,-2,7,8191.0,794.0,-201.0,186.0,985.0,-231.0,246.0
0,0,-18,-26,-3,7,8191.0,887.0,-51.0,270.0,837.0,-166.0,242.0
0,0,-17,-27,-2,9,8191.0,989.0,-267.0,248.0,948.0,-106.0,357.0
0,0,-16,-27,-3,10,8191.0,1104.0,-290.0,422.0,871.0,-20.0,348.0
0,0,-15,-14,-2,-5,182.0,4.0,72.0,794.0,940.0,-61.0,141.0
0,0,-13,40,5,-5,1006.0,1887.0,-275.0,868.0,1581.0,-162.0,29.0
0,0,50,16,14,-6,1068.0,1165.0,-645.0,-605.0,852.0,-198.0,464.0
0,0,108,-27,-1,-5,1159.0,705.0,-130.0,725.0,880.0,-285.0,319.0
0,0,113,-29,-2,-5,1177.0,371.0,-219.0,874.0,820.0,-107.0,412.0
0,0,111,-29,-2,-5,1017.0,404.0,-252.0,858.0,904.0,-284.0,244.0
2,0,98,-29,-3,-5,1082.0,818.0,-311.0,783.0,727.0,-252.0,213.0
23,8,-11,-30,-3,-5,184.0,441.0,-400.0,432.0,764.0,-322.0,39.0
70,29,-15,-30,-3,-5,184.0,1256.0,-290.0,438.0,1504.0,-363.0,-276.0
29,32,-17,-28,-2,-2,184.0,219.0,-563.0,184.0,970.0,-435.0,325.0
0,0,-17,-27,-2,7,184.0,907.0,-316.0,354.0,833.0,-183.0,233.0
0,0,-18,-27,-3,7,184.0,905.0,-203.0,214.0,827.0,-371.0,250.0
0,0,-17,-26,-2,6,184.0,939.0,-232.0,18.0,862.0,-139.0,282.0
0,0,-16,-27,-2,7,184.0,943.0,-330.0,223.0,913.0,-106.0,306.0
0,0,-14,-29,-3,9,184.0,959.0,-343.0,89.0,698.0,-60.0,136.0
0,0,-16,-16,-3,-4,184.0,-254.0,27.0,983.0,709.0,-145.0,-38.0
0,0,8,31,3,-5,8191.0,2345.0,-896.0,760.0,1741.0,-590.0,132.0
0,0,61,10,12,-5,1042.0,1038.0,-530.0,-575.0,978.0,61.0,497.0
0,0,96,-27,-2,-5,1105.0,246.0,-34.0,588.0,942.0,-285.0,210.0
0,0,113,-30,-2,-5,1074.0,196.0,-645.0,571.0,905.0,-21.0,364.0
0,0,109,-29,-2,-5,1032.0,427.0,-540.0,636.0,914.0,-325.0,271.0
1,0,87,-29,-3,-4,1032.0,847.0,-618.0,663.0,709.0,-203.0,205.0
28,7,-11,-30,-2,-5,298.0,523.0,-13.0,1094.0,897.0,-461.0,-31.0
78,31,-15,-30,-2,-5,298.0,1592.0,-574.0,-118.0,1517.0,-418.0,-74.0
16,24,-18,-22,-2,0,298.0,805.0,-413.0,226.0,1053.0,-381.0,540.0
0,0,-17,-23,-2,5,8191.0,912.0,-194.0,131.0,858.0,-149.0,132.0
0,0,-17,-22,-2,4,8191.0,894.0,-299.0,213.0,844.0,-292.0,316.0
0,0,-18,-23,-2,5,8191.0,950.0,-177.0,152.0,868.0,-128.0,280.0
0,0,-16,-25,-2,10,8191.0,1005.0,-408.0,-55.0,865.0,-85.0,246.0
0,0,-15,-27,-2,7,109.0,-245.0,125.0,1648.0,603.0,-137.0,-140.0
0,0,-2,-2,-1,-5,8191.0,1677.0,-936.0,826.0,1461.0,-273.0,20.0
0,0,60,0,6,-5,8191.0,1399.0,-865.0,-700.0,903.0,-186.0,441.0
0,0,71,-28,-1,-5,8191.0,946.0,-125.0,747.0,840.0,-324.0,350.0
0,0,88,-29,-3,-5,1124.0,529.0,-549.0,726.0,825.0,-254.0,306.0
1,0,96,-29,-3,-5,8191.0,584.0,-450.0,611.0,849.0,-353.0,250.0
5,0,70,-29,-3,-5,169.0,560.0,-382.0,548.0,500.0,-139.0,89.0
44,12,-13,-30,-3,-5,169.0,719.0,-376.0,366.0,1104.0,-536.0,98.0
44,32,-16,-29,-3,-5,169.0,499.0,-853.0,430.0,1246.0,-490.0,-225.0
6,1,-18,-26,-2,7,8191.0,673.0,-351.0,240.0,712.0,4.0,575.0
0,0,-18,-21,-2,5,8191.0,813.0,-311.0,112.0,869.0,-97.0,179.0
0,0,-18,-21,-2,5,8191.0,933.0,-207.0,99.0,867.0,-155.0,256.0
0,0,-18,-22,-2,5,8191.0,993.0,-275.0,161.0,931.0,-91.0,280.0
0,0,-16,-21,-2,6,8191.0,1005.0,-321.0,236.0,898.0,-9.0,334.0
0,0,-15,-21,-2,3,113.0,-314.0,70.0,-54.0,313.0,-64.0,6.0
0,0,-14,9,0,-5,113.0,984.0,-138.0,1719.0,1542.0,-73.0,25.0
0,0,28,39,9,-5,987.0,1618.0,-593.0,-31.0,1230.0,125.0,82.0
0,0,82,-11,1,-5,8191.0,280.0,-87.0,-483.0,599.0,-409.0,500.0
0,0,98,-28,-2,-5,1105.0,466.0,-255.0,108.0,930.0,-225.0,435.0
0,0,107,-29,-2,-5,8191.0,877.0,-395.0,811.0,820.0,-342.0,357.0
0,0,114,-30,-2,-5,8191.0,475.0,-292.0,936.0,773.0,-261.0,130.0
10,4,31,-29,-3,-5,8191.0,994.0,-210.0,464.0,782.0,-217.0,90.0
64,19,-13,-30,-3,-5,8191.0,646.0,-38.0,573.0,1321.0,-550.0,-178.0
11,15,-17,-29,-2,6,8191.0,1078.0,-157.0,412.0,989.0,-431.0,452.0
1,0,-17,-30,-3,11,8191.0,939.0,-402.0,113.0,916.0,-89.0,191.0
0,0,-18,-30,-3,12,8191.0,923.0,-271.0,297.0,824.0,-211.0,287.0
0,0,-17,-25,-2,8,8191.0,896.0,-229.0,292.0,888.0,-75.0,320.0
0,0,-15,-20,-3,3,8191.0,1025.0,-284.0,-23.0,824.0,-33.0,316.0
-2,0,-15,-12,-2,-5,188.0,809.0,-351.0,1068.0,780.0,-101.0,-21.0
0,0,-2,39,5,-5,188.0,1550.0,-413.0,1071.0,1582.0,-229.0,24.0
0,0,51,20,13,-5,1069.0,1253.0,-804.0,-777.0,953.0,-129.0,477.0
0,0,84,-28,-2,-5,1114.0,172.0,-161.0,695.0,907.0,-296.0,259.0
0,0,79,-29,-2,-5,1098.0,310.0,-382.0,466.0,814.0,-95.0,296.0
0,0,97,-30,-2,-5,8191.0,703.0,-491.0,688.0,838.0,-260.0,330.0
0,0,115,-30,-2,-6,8191.0,654.0,-249.0,825.0,821.0,-360.0,174.0
0,0,80,-29,-3,-5,185.0,399.0,-294.0,623.0,667.0,-106.0,-114.0
40,14,-1,-30,-3,-5,185.0,487.0,-140.0,1111.0,1238.0,-145.0,-134.0
20,29,-16,-29,-3,0,185.0,-434.0,-62.0,415.0,1077.0,-18.0,91.0
0,0,-17,-25,-3,2,185.0,1092.0,-458.0,15.0,783.0,-56.0,426.0
0,0,-18,-20,-2,0,185.0,870.0,-191.0,138.0,854.0,-364.0,333.0
0,0,-17,-23,-2,3,185.0,957.0,-275.0,209.0,943.0,-128.0,287.0
0,0,-15,-17,-2,3,185.0,930.0,-334.0,19.0,780.0,-164.0,274.0
0,0,-15,-3,-2,-4,185.0,898.0,-539.0,1096.0,1250.0,-117.0,206.0
0,0,7,43,6,-5,185.0,1884.0,-581.0,249.0,1643.0,-24.0,-103.0
0,0,83,-1,5,-5,8191.0,434.0,-167.0,-145.0,832.0,-207.0,550.0
0,0,101,-28,-2,-5,1083.0,-116.0,-104.0,232.0,1009.0,-200.0,291.0
0,0,107,-30,-2,-5,8191.0,472.0,-378.0,570.0,937.0,-283.0,346.0
1,0,82,-29,-2,-5,8191.0,694.0,-463.0,847.0,849.0,-285.0,275.0
3,0,70,-30,-3,-5,8191.0,545.0,-308.0,729.0,722.0,-288.0,158.0
17,5,16,-30,-3,-4,8191.0,403.0,-177.0,198.0,725.0,-285.0,45.0
82,26,-13,-29,-2,-5,8191.0,39.0,292.0,1327.0,1444.0,-350.0,-159.0
17,23,-15,-23,-3,-2,8191.0,1728.0,-314.0,242.0,858.0,-461.0,402.0
0,0,-17,-20,-3,0,8191.0,854.0,-122.0,265.0,897.0,-203.0,337.0
0,0,-18,-25,-3,5,8191.0,967.0,-407.0,226.0,866.0,-192.0,289.0
0,0,-18,-23,-2,7,8191.0,900.0,-148.0,187.0,885.0,-174.0,232.0
0,0,-16,-24,-2,10,8191.0,1026.0,-286.0,119.0,894.0,-178.0,306.0
0,0,-16,-24,-3,5,150.0,266.0,-278.0,990.0,538.0,-9.0,-131.0
0,0,-10,4,-1,-5,150.0,409.0,-212.0,1369.0,1338.0,-62.0,15.0
0,0,22,36,8,-4,8191.0,1686.0,-468.0,-239.0,1140.0,-152.0,58.0
0,0,79,-17,0,-4,8191.0,642.0,-27.0,-211.0,701.0,-334.0,547.0
0,0,83,-29,-2,-5,1053.0,315.0,-114.0,463.0,911.0,-310.0,335.0
0,0,90,-29,-2,-5,1052.0,666.0,-255.0,620.0,877.0,-361.0,332.0
1,0,105,-29,-2,-4,8191.0,691.0,-489.0,803.0,848.0,-233.0,273.0
12,2,29,-29,-2,-5,113.0,489.0,-304.0,621.0,651.0,-247.0,45.0
55,21,-14,-30,-3,-5,113.0,402.0,-288.0,779.0,1178.0,-522.0,-104.0
27,34,-16,-30,-2,-2,8191.0,484.0,-14.0,565.0,1024.0,-186.0,149.0
0,0,-17,-25,-2,7,8191.0,1059.0,-227.0,302.0,801.0,-80.0,513.0
0,0,-16,-26,-2,7,8191.0,1035.0,-348.0,97.0,916.0,-270.0,248.0
0,0,-17,-22,-2,5,8191.0,867.0,-165.0,216.0,914.0,-168.0,321.0
0,0,-17,-21,-3,5,8191.0,947.0,-281.0,195.0,884.0,-99.0,321.0
0,0,-16,-23,-3,5,8191.0,1064.0,-160.0,158.0,799.0,-50.0,264.0
0,0,-15,-15,-3,-5,8191.0,833.0,-107.0,746.0,823.0,-159.0,197.0
0,0,-1,37,4,-5,8191.0,1767.0,-641.0,1083.0,1720.0,-303.0,-19.0
0,0,68,5,9,-5,998.0,1014.0,-538.0,-667.0,841.0,-147.0,522.0
0,0,97,-28,-2,-4,1042.0,92.0,-230.0,42.0,899.0,-317.0,243.0
1,0,75,-30,-2,-5,1059.0,222.0,-209.0,681.0,831.0,-208.0,342.0
3,0,74,-29,-2,-5,1014.0,434.0,-384.0,731.0,898.0,-350.0,280.0
5,1,88,-29,-2,-5,8191.0,512.0,-386.0,815.0,758.0,-309.0,228.0
20,8,-1,-30,-2,-5,264.0,1668.0,-412.0,728.0,899.0,-349.0,122.0
66,25,-16,-30,-3,-5,264.0,333.0,242.0,901.0,1279.0,-463.0,-157.0
17,23,-17,-27,-2,0,264.0,1375.0,-461.0,348.0,899.0,-512.0,400.0
0,0,-17,-24,-2,5,8191.0,856.0,-333.0,64.0,1005.0,-194.0,290.0
0,0,-18,-28,-2,7,8191.0,840.0,-198.0,235.0,839.0,-177.0,230.0
0,0,-17,-25,-2,8,8191.0,866.0,-159.0,412.0,991.0,-117.0,310.0
0,0,-16,-28,-2,10,8191.0,1067.0,-263.0,149.0,788.0,-30.0,370.0
0,0,-16,-28,-2,4,90.0,-307.0,-27.0,-92.0,599.0,-144.0,36.0
0,0,3,3,-1,-5,90.0,943.0,-362.0,1483.0,1485.0,-226.0,44.0
0,0,16,29,6,-5,90.0,1887.0,-719.0,-183.0,1220.0,-444.0,231.0
0,-1,88,-20,0,-5,1014.0,512.0,-99.0,-101.0,565.0,-317.0,484.0
0,0,85,-29,-2,-5,1016.0,502.0,-315.0,262.0,859.0,-122.0,402.0
1,0,66,-29,-2,-5,997.0,480.0,-523.0,976.0,807.0,-337.0,340.0
3,0,64,-29,-3,-5,991.0,554.0,-401.0,840.0,854.0,-282.0,279.0
8,3,34,-29,-3,-5,135.0,389.0,-587.0,225.0,509.0,-210.0,-77.0
56,18,-13,-29,-3,-5,135.0,606.0,32.0,684.0,1335.0,-534.0,-55.0
26,32,-16,-30,-2,0,135.0,21.0,-223.0,728.0,1020.0,-116.0,63.0
0,0,-17,-22,-2,3,135.0,934.0,-274.0,209.0,727.0,-51.0,717.0
0,1,-17,-21,-2,0,135.0,952.0,-254.0,121.0,939.0,-283.0,356.0
0,0,-17,-19,-2,1,135.0,880.0,-348.0,90.0,965.0,-19.0,323.0
0,0,-15,-25,-3,8,135.0,1063.0,-197.0,179.0,951.0,-126.0,295.0
0,0,-15,-24,-2,2,115.0,62.0,-127.0,973.0,481.0,-140.0,-185.0
0,0,-11,6,0,-5,115.0,507.0,-370.0,1101.0,1273.0,-123.0,26.0
0,0,17,34,8,-5,115.0,1775.0,-421.0,212.0,1250.0,-429.0,38.0
0,0,66,-15,0,-5,115.0,383.0,-49.0,-262.0,658.0,-325.0,495.0
0,0,91,-28,-2,-5,1066.0,486.0,-270.0,398.0,990.0,-122.0,453.0
0,0,96,-30,-2,-5,1044.0,957.0,-186.0,1052.0,868.0,-311.0,303.0
2,0,94,-29,-3,-4,1044.0,602.0,39.0,1007.0,755.0,-266.0,166.0
29,10,-13,-30,-2,-6,1044.0,1087.0,-349.0,845.0,958.0,-334.0,43.0
43,26,-16,-29,-2,-5,1044.0,1075.0,-288.0,611.0,1132.0,-233.0,-230.0
12,5,-17,-19,-2,1,1044.0,1885.0,-104.0,796.0,1103.0,-334.0,560.0
0,0,-18,-19,-2,3,1044.0,951.0,-186.0,131.0,857.0,-271.0,237.0
0,0,-18,-24,-3,4,1044.0,872.0,-301.0,412.0,782.0,-263.0,333.0
0,0,-16,-23,-2,7,1044.0,916.0,-452.0,472.0,969.0,-77.0,337.0
0,0,-15,-21,-2,4,1044.0,1026.0,-205.0,247.0,823.0,-57.0,240.0
0,0,-16,-14,-3,-4,1044.0,-458.0,23.0,344.0,416.0,-102.0,45.0
0,0,6,29,2,-5,8191.0,1868.0,-619.0,471.0,1818.0,-424.0,254.0
0,0,72,8,8,-5,8191.0,998.0,-512.0,-495.0,1019.0,36.0,611.0
2,0,62,-28,-2,-5,1101.0,212.0,-161.0,398.0,950.0,-257.0,290.0
1,0,87,-29,-2,-5,1101.0,644.0,-640.0,535.0,916.0,-228.0,293.0
0,0,117,-30,-2,-5,1101.0,807.0,-186.0,859.0,824.0,-211.0,192.0
3,1,61,-30,-3,-5,175.0,1350.0,-494.0,827.0,801.0,-326.0,-3.0
46,13,-13,-30,-3,-4,175.0,929.0,-192.0,900.0,1081.0,-630.0,-152.0
13,13,-16,-26,-2,5,175.0,1410.0,-37.0,823.0,1107.0,-282.0,330.0
0,0,-17,-25,-2,7,175.0,933.0,-295.0,347.0,964.0,-258.0,264.0
0,0,-18,-25,-2,5,175.0,946.0,-254.0,93.0,750.0,-118.0,263.0
0,0,-14,-29,-3,10,175.0,970.0,-364.0,186.0,948.0,-110.0,229.0
0,0,-13,-28,-3,4,150.0,140.0,-64.0,877.0,431.0,-23.0,-193.0
0,0,-16,0,-2,-5,8191.0,601.0,-499.0,1435.0,1455.0,-93.0,6.0
0,0,12,35,5,-5,8191.0,1958.0,-467.0,86.0,1608.0,-470.0,166.0
0,0,85,-2,4,-5,1063.0,521.0,-330.0,-325.0,652.0,-163.0,511.0
0,0,111,-28,-2,-5,1054.0,184.0,-374.0,-153.0,905.0,-312.0,299.0
0,0,124,-30,-2,-5,8191.0,311.0,-503.0,653.0,915.0,-268.0,341.0
0,0,125,-29,-3,-4,8191.0,510.0,-573.0,830.0,840.0,-318.0,200.0
2,0,79,-29,-3,-5,119.0,662.0,-467.0,422.0,522.0,-230.0,38.0
38,13,-12,-30,-3,-5,119.0,209.0,-619.0,194.0,900.0,-544.0,-2.0
62,36,-15,-30,-3,-5,8191.0,1191.0,-161.0,551.0,1334.0,-586.0,-33.0
21,19,-17,-26,-2,-2,8191.0,-79.0,-454.0,47.0,947.0,-189.0,604.0
0,0,-18,-21,-2,2,8191.0,833.0,-299.0,41.0,1000.0,-296.0,360.0
0,0,-18,-21,-3,1,8191.0,920.0,-56.0,60.0,770.0,-181.0,247.0
0,0,-17,-24,-3,6,8191.0,1025.0,-263.0,127.0,866.0,12.0,326.0
0,0,-16,-29,-2,11,8191.0,972.0,-271.0,183.0,862.0,43.0,336.0
0,0,-15,-23,-1,1,153.0,283.0,49.0,558.0,604.0,-300.0,205.0
0,0,-15,18,0,-5,8191.0,1076.0,-291.0,1470.0,1680.0,-104.0,33.0
0,0,29,25,11,-5,1033.0,1611.0,-557.0,-494.0,910.0,-60.0,306.0
0,0,72,-24,-1,-5,1106.0,1365.0,-398.0,15.0,666.0,-237.0,495.0
0,0,86,-29,-1,-5,1066.0,643.0,-415.0,1037.0,869.0,-162.0,395.0
0,0,109,-29,-2,-5,1044.0,812.0,-370.0,864.0,836.0,-252.0,308.0
0,0,109,-29,-2,-5,1044.0,541.0,-412.0,608.0,635.0,-164.0,129.0
29,7,-4,-30,-2,-5,1044.0,659.0,-879.0,799.0,1020.0,-331.0,17.0
76,21,-15,-30,-2,-5,1044.0,1033.0,-579.0,257.0,1365.0,-495.0,-152.0
10,9,-16,-25,-2,3,1044.0,1165.0,-82.0,423.0,800.0,-230.0,461.0
0,0,-17,-25,-2,7,1044.0,844.0,-295.0,157.0,863.0,-162.0,136.0
0,0,-18,-22,-2,8,1044.0,980.0,-189.0,171.0,818.0,-215.0,296.0
0,0,-18,-16,-2,-1,1044.0,1226.0,-238.0,-174.0,912.0,-58.0,473.0
0,0,-17,-14,-2,-4,1044.0,846.0,-280.0,44.0,719.0,-73.0,318.0
0,0,-16,-27,-3,8,136.0,-92.0,383.0,1270.0,501.0,-241.0,-236.0
0,0,-8,-4,-1,-5,136.0,1050.0,-531.0,1458.0,1437.0,-1.0,20.0
0,0,-1,34,4,-5,939.0,2435.0,-306.0,43.0,1476.0,-5.0,208.0
0,0,73,-3,4,-5,8191.0,440.0,-232.0,-421.0,680.0,-312.0,341.0
1,0,87,-28,-2,-4,1098.0,68.0,-289.0,-163.0,920.0,-147.0,372.0
5,0,58,-29,-3,-5,1069.0,260.0,-416.0,416.0,757.0,-302.0,303.0
4,0,83,-29,-2,-5,1007.0,707.0,-719.0,715.0,692.0,-273.0,262.0
25,5,-2,-30,-2,-5,220.0,598.0,-774.0,428.0,805.0,-271.0,78.0
91,21,-15,-30,-3,-5,220.0,839.0,-39.0,113.0,1425.0,-398.0,-87.0
19,24,-16,-29,-2,3,220.0,1204.0,-413.0,410.0,932.0,-484.0,441.0
0,0,-17,-29,-3,8,220.0,750.0,-288.0,293.0,874.0,-102.0,188.0
