Time,L1,L2,L3,R1,R2,R3,D1,1X,1Y,1Z,2X,2Y,2Z
10:34:03.988,1,0,-49,6,-2,-1,35.0,1889.0,-146.0,-406.0,-187.0,-315.0,1607.0
10:34:04.158,4,3,-27,-5,-19,-1,58.0,1500.0,772.0,146.0,-152.0,788.0,845.0
10:34:04.346,2,0,-16,-4,-16,-2,56.0,1344.0,-35.0,-959.0,74.0,-364.0,117.0
10:34:04.429,12,3,-43,-5,-18,0,43.0,1012.0,3869.0,-1378.0,269.0,-98.0,1115.0
10:34:04.608,1,-1,-54,-3,-8,5,40.0,682.0,911.0,-618.0,-619.0,-667.0,702.0
10:34:04.780,-1,-7,-54,-4,-14,7,39.0,801.0,700.0,-512.0,-196.0,393.0,868.0
10:34:04.943,-1,-5,-50,-1,-7,1,37.0,799.0,113.0,-387.0,-52.0,906.0,579.0
10:34:05.038,1,3,-24,16,3,-1,35.0,1797.0,808.0,-134.0,-99.0,83.0,1179.0
10:34:05.188,0,1,4,-4,-17,-2,52.0,1010.0,-126.0,-217.0,156.0,-487.0,1275.0
10:34:05.375,1,-2,17,-4,-17,-3,60.0,1506.0,-542.0,263.0,-66.0,953.0,1267.0
10:34:05.541,1,-3,27,-6,-21,-1,56.0,786.0,858.0,-189.0,312.0,891.0,404.0
10:34:05.636,20,6,-34,-4,-19,-1,35.0,1696.0,-182.0,706.0,475.0,1313.0,816.0
10:34:05.807,0,-4,-53,0,-6,0,29.0,779.0,774.0,-221.0,-342.0,39.0,508.0
10:34:05.956,0,-6,-54,1,-6,-1,39.0,933.0,87.0,45.0,-363.0,737.0,594.0
10:34:06.148,0,-6,-52,-1,-11,1,45.0,929.0,955.0,-367.0,-128.0,-38.0,644.0
10:34:06.236,-2,-5,-39,5,-1,-1,48.0,1413.0,1029.0,-218.0,16.0,1168.0,2038.0
10:34:06.472,0,1,17,1,-8,-1,42.0,1214.0,-697.0,497.0,-5.0,-11.0,1515.0
10:34:06.572,1,1,-19,-4,-16,0,53.0,1714.0,-2304.0,876.0,-25.0,-46.0,950.0
10:34:06.739,2,-2,-18,-1,-14,-1,58.0,1334.0,600.0,50.0,55.0,-95.0,459.0
10:34:06.833,9,5,-41,-4,-19,0,32.0,754.0,536.0,-485.0,391.0,-389.0,477.0
10:34:06.989,8,6,-49,-4,-11,-2,37.0,802.0,489.0,-1206.0,382.0,-105.0,357.0
10:34:07.167,0,-6,-50,1,-5,0,29.0,947.0,459.0,-269.0,-11.0,-20.0,507.0
10:34:07.337,0,-5,-51,-1,-12,0,34.0,766.0,-86.0,-535.0,-216.0,95.0,712.0
10:34:07.500,-2,-6,-46,1,-11,0,39.0,389.0,908.0,-584.0,166.0,643.0,654.0
10:34:07.588,0,-3,-10,11,-5,-1,40.0,1848.0,424.0,-439.0,-281.0,610.0,1106.0
10:34:07.762,1,-1,-1,-5,-19,-1,58.0,1209.0,-1649.0,487.0,-121.0,151.0,1015.0
10:34:07.944,1,0,8,-3,-17,-1,56.0,1575.0,288.0,-289.0,3.0,211.0,843.0
10:34:08.032,3,0,-32,-6,-19,-1,50.0,530.0,642.0,-302.0,7.0,125.0,782.0
10:34:08.201,21,4,-42,-5,-16,0,37.0,840.0,934.0,-248.0,634.0,2096.0,1064.0
10:34:08.364,-1,-5,-53,-3,-8,4,36.0,712.0,807.0,-305.0,-72.0,-347.0,1472.0
10:34:08.528,-1,-6,-49,-2,-11,2,38.0,790.0,466.0,-418.0,-63.0,235.0,416.0
10:34:08.642,-2,-6,-49,6,-6,0,42.0,1253.0,253.0,-60.0,-70.0,505.0,673.0
10:34:08.871,0,3,-27,7,-2,-2,39.0,1701.0,-485.0,-308.0,-37.0,-640.0,1492.0
10:34:08.976,0,0,-1,-4,-18,-1,62.0,1007.0,-815.0,-202.0,176.0,-274.0,1185.0
10:34:09.137,-1,-2,24,-4,-18,-1,57.0,1782.0,575.0,207.0,-84.0,-354.0,834.0
10:34:09.297,3,0,-10,-5,-22,0,57.0,871.0,786.0,-412.0,252.0,147.0,1343.0
10:34:09.400,18,2,-45,-5,-16,-1,41.0,-459.0,1045.0,-998.0,300.0,582.0,1462.0
10:34:09.557,0,-6,-52,0,-6,1,46.0,918.0,995.0,-116.0,-454.0,-452.0,1704.0
10:34:09.740,-1,-6,-50,-3,-11,3,33.0,887.0,663.0,-327.0,20.0,157.0,227.0
10:34:09.906,-1,-4,-43,-1,-7,1,41.0,1115.0,906.0,-292.0,218.0,291.0,-135.0
10:34:10.012,0,0,-44,13,1,0,32.0,1730.0,218.0,-1020.0,10.0,116.0,146.0
10:34:10.162,1,4,-23,-4,-20,-3,58.0,1171.0,-1271.0,577.0,-1.0,292.0,998.0
10:34:10.343,0,-1,11,-3,-14,-2,52.0,1183.0,144.0,-509.0,-29.0,-165.0,989.0
10:34:10.520,2,0,-35,-2,-15,-3,49.0,698.0,1035.0,-386.0,142.0,336.0,501.0
10:34:10.676,12,4,-43,-6,-14,4,45.0,624.0,1087.0,-144.0,180.0,341.0,1863.0
10:34:10.756,0,-8,-55,0,-8,3,43.0,765.0,905.0,-208.0,-215.0,-233.0,1383.0
10:34:10.942,-1,-6,-52,1,-7,0,33.0,420.0,743.0,-558.0,129.0,-63.0,173.0
10:34:11.102,2,-2,-44,5,-9,-1,31.0,1148.0,750.0,-122.0,-699.0,-21.0,2356.0
10:34:11.208,1,0,-7,0,-9,0,38.0,1569.0,-328.0,-422.0,-265.0,998.0,1088.0
10:34:11.377,1,3,0,-5,-21,-1,60.0,1375.0,-619.0,37.0,151.0,-168.0,960.0
10:34:11.538,4,1,-34,-5,-18,-2,61.0,692.0,362.0,-230.0,52.0,-223.0,34.0
10:34:11.640,18,0,-49,-6,-20,-1,39.0,708.0,4873.0,-3070.0,393.0,792.0,976.0
10:34:11.795,0,-3,-54,-1,-3,1,38.0,870.0,958.0,-369.0,-481.0,-571.0,1006.0
10:34:11.958,-1,-6,-50,-2,-10,5,30.0,883.0,582.0,-145.0,-47.0,141.0,501.0
10:34:12.134,-1,-8,-47,3,-10,0,36.0,638.0,575.0,-54.0,-16.0,613.0,-307.0
10:34:12.315,0,-2,-39,12,-5,-2,38.0,1826.0,405.0,-449.0,-55.0,57.0,1652.0
10:34:12.393,0,0,7,-5,-22,-2,48.0,1321.0,-1536.0,311.0,-214.0,-227.0,1441.0
10:34:12.581,1,-1,7,-4,-19,0,54.0,1225.0,958.0,-126.0,-135.0,295.0,311.0
10:34:12.751,2,-1,-32,-5,-22,-1,40.0,709.0,714.0,-336.0,-60.0,209.0,898.0
10:34:12.913,15,5,-44,-4,-14,0,36.0,729.0,653.0,-218.0,-35.0,1348.0,1319.0
10:34:13.076,-1,-7,-52,-3,-9,4,29.0,753.0,793.0,-477.0,-155.0,-638.0,880.0
10:34:13.181,-2,-4,-50,-2,-14,3,32.0,500.0,677.0,-481.0,-86.0,49.0,275.0
10:34:13.345,-1,-6,-49,13,-2,-2,33.0,1369.0,985.0,-253.0,-280.0,1903.0,1523.0
10:34:13.512,3,3,-38,2,-9,-3,45.0,1277.0,-248.0,336.0,-255.0,33.0,1198.0
10:34:13.674,4,4,-33,-4,-18,0,48.0,970.0,1103.0,-577.0,-124.0,766.0,774.0
10:34:13.760,1,0,-22,-2,-16,-2,57.0,1224.0,594.0,66.0,-189.0,1006.0,447.0
10:34:13.936,11,3,-45,-6,-18,2,34.0,39.0,927.0,-960.0,179.0,1105.0,1048.0
10:34:14.123,0,-4,-55,-2,-6,6,43.0,672.0,1235.0,-657.0,-400.0,-137.0,601.0
10:34:14.210,-2,-7,-52,-3,-12,7,34.0,732.0,761.0,-283.0,-208.0,1.0,367.0
10:34:14.380,-1,-7,-47,7,-7,-1,40.0,844.0,259.0,-416.0,-134.0,289.0,420.0
10:34:14.538,0,-3,-52,8,-2,-2,39.0,1827.0,555.0,-270.0,129.0,19.0,1195.0
10:34:14.700,3,7,-44,-4,-19,0,56.0,1601.0,-1636.0,1171.0,-273.0,341.0,998.0
10:34:14.879,0,-3,17,-1,-12,-1,56.0,1983.0,1043.0,-349.0,-40.0,-472.0,735.0
10:34:14.962,7,0,-42,-5,-19,0,28.0,592.0,498.0,-242.0,273.0,-493.0,510.0
10:34:15.152,5,0,-51,-6,-18,0,37.0,6644.0,-3537.0,8046.0,513.0,20.0,1226.0
10:34:15.321,-1,-6,-55,0,-6,4,41.0,793.0,420.0,-458.0,-496.0,-888.0,1883.0
10:34:15.487,-2,-6,-51,1,-3,0,37.0,462.0,436.0,-608.0,119.0,-149.0,-41.0
10:34:15.573,-1,-6,-50,7,-5,0,39.0,762.0,541.0,-519.0,364.0,189.0,646.0
10:34:15.733,2,-1,-48,3,-8,-1,36.0,1555.0,72.0,-561.0,-470.0,770.0,1429.0
10:34:15.901,3,2,11,-5,-21,0,47.0,1033.0,198.0,138.0,272.0,909.0,1032.0
10:34:16.092,0,-4,49,-4,-19,-1,48.0,1236.0,449.0,-2.0,57.0,776.0,641.0
10:34:16.161,6,3,-33,-6,-22,0,43.0,688.0,494.0,-717.0,121.0,164.0,1196.0
10:34:16.351,7,5,-51,-5,-11,4,27.0,838.0,499.0,-561.0,16.0,1032.0,1336.0
10:34:16.514,-1,-5,-53,-3,-11,8,36.0,892.0,892.0,-124.0,-66.0,1156.0,721.0
10:34:16.674,-1,-6,-47,-2,-11,2,33.0,484.0,730.0,-383.0,-56.0,431.0,321.0
10:34:16.762,-1,-3,-46,12,-5,0,33.0,561.0,1162.0,-357.0,396.0,1954.0,2875.0
10:34:16.929,0,1,-9,6,-7,-2,43.0,1339.0,-858.0,224.0,10.0,608.0,827.0
10:34:17.115,1,0,-1,-5,-20,0,45.0,974.0,41.0,1138.0,-33.0,20.0,896.0
10:34:17.208,0,-1,18,-3,-14,-1,51.0,2202.0,577.0,-799.0,-29.0,-6.0,801.0
10:34:17.379,5,2,-21,-5,-18,0,40.0,333.0,819.0,-911.0,343.0,-478.0,1051.0
10:34:17.527,5,3,-46,-5,-14,1,41.0,1032.0,815.0,-605.0,167.0,-697.0,2168.0
10:34:17.715,-1,-5,-52,-4,-14,4,32.0,892.0,705.0,-93.0,-271.0,803.0,1437.0
10:34:17.812,-2,-6,-49,-3,-14,2,36.0,292.0,712.0,-606.0,-40.0,349.0,339.0
10:34:17.962,0,-2,-50,17,-3,0,33.0,1400.0,807.0,-119.0,263.0,1146.0,1017.0
10:34:18.152,0,1,7,-3,-15,0,48.0,776.0,-646.0,213.0,-10.0,-213.0,1255.0
10:34:18.322,0,0,50,-6,-19,0,60.0,1661.0,-513.0,688.0,-169.0,-22.0,953.0
10:34:18.483,0,-4,27,-5,-16,0,53.0,567.0,548.0,-544.0,160.0,884.0,489.0
10:34:18.561,14,3,-36,-6,-20,-1,40.0,379.0,550.0,-285.0,507.0,1854.0,1163.0
10:34:18.735,0,-4,-53,-2,-6,2,59.0,1001.0,541.0,59.0,-1236.0,56.0,2479.0
10:34:18.904,-1,-8,-51,-2,-14,7,34.0,845.0,589.0,-461.0,-286.0,335.0,320.0
10:34:19.011,-3,-6,-47,0,-9,1,41.0,1049.0,708.0,-285.0,-192.0,-49.0,305.0
10:34:19.164,1,0,-49,14,-1,-1,40.0,2132.0,86.0,-869.0,812.0,269.0,1699.0
10:34:19.327,0,-2,44,-6,-22,0,43.0,1064.0,-1104.0,510.0,-15.0,251.0,936.0
10:34:19.513,-1,-4,60,-5,-21,0,49.0,1230.0,597.0,65.0,107.0,-429.0,580.0
10:34:19.677,6,4,-16,-6,-22,0,54.0,916.0,196.0,-660.0,348.0,215.0,1307.0
10:34:19.767,12,3,-45,-6,-17,0,38.0,3227.0,956.0,-783.0,164.0,272.0,2737.0
10:34:19.932,-1,-8,-55,-2,-7,6,33.0,858.0,721.0,43.0,-174.0,-314.0,1389.0
10:34:20.114,-1,-7,-50,-1,-10,5,33.0,791.0,279.0,-889.0,-172.0,272.0,803.0
10:34:20.286,-1,-7,-49,2,-7,1,32.0,1149.0,262.0,66.0,-78.0,-290.0,74.0
10:34:20.451,-1,-4,-50,8,-3,-1,37.0,1977.0,644.0,-583.0,979.0,578.0,1588.0
10:34:20.536,0,0,15,-5,-20,-1,40.0,1438.0,-498.0,549.0,-416.0,1521.0,1896.0
10:34:20.710,2,-3,5,-5,-19,0,57.0,888.0,326.0,-125.0,-37.0,-304.0,401.0
10:34:20.890,9,4,-44,-6,-22,0,40.0,844.0,2147.0,-1075.0,376.0,-23.0,1220.0
10:34:20.970,7,3,-53,-5,-9,4,28.0,508.0,840.0,-500.0,424.0,583.0,609.0
10:34:21.143,0,-5,-54,-2,-5,2,30.0,738.0,424.0,-628.0,-245.0,-174.0,1574.0
10:34:21.313,-1,-5,-49,-1,-10,1,33.0,646.0,784.0,-359.0,-241.0,698.0,788.0
10:34:21.477,-1,-4,-46,14,-7,-1,32.0,1137.0,853.0,-203.0,541.0,2432.0,1148.0
10:34:21.573,0,0,21,-3,-14,-3,42.0,908.0,506.0,-311.0,12.0,187.0,1187.0
10:34:21.746,-2,-4,64,-6,-21,-1,45.0,970.0,-682.0,562.0,-39.0,-49.0,954.0
10:34:21.899,0,0,-12,-6,-18,0,54.0,1060.0,814.0,-440.0,21.0,620.0,519.0
10:34:22.075,17,1,-42,-5,-18,0,41.0,-614.0,1264.0,-4068.0,236.0,744.0,1333.0
10:34:22.176,-1,-6,-54,-4,-7,6,38.0,1005.0,950.0,-286.0,-136.0,-375.0,814.0
10:34:22.340,-2,-7,-50,-4,-13,7,36.0,789.0,794.0,-531.0,-34.0,-97.0,652.0
10:34:22.501,-1,-7,-46,6,-7,0,38.0,963.0,960.0,-113.0,27.0,810.0,172.0
10:34:22.685,1,0,-46,9,3,-1,41.0,1787.0,403.0,-191.0,-448.0,-350.0,2558.0
10:34:22.777,4,7,-39,-4,-19,-1,55.0,516.0,758.0,-2116.0,401.0,197.0,1829.0
10:34:22.955,2,1,-29,-2,-15,-1,63.0,1315.0,911.0,-489.0,127.0,349.0,1035.0
10:34:23.099,4,0,-45,-3,-16,0,53.0,1158.0,1641.0,-637.0,306.0,-16.0,1150.0
10:34:23.289,6,1,-53,-4,-11,1,52.0,793.0,1010.0,-614.0,187.0,-71.0,1279.0
10:34:23.385,-1,-7,-55,0,-7,3,38.0,804.0,672.0,-110.0,-70.0,771.0,1957.0
10:34:23.536,-2,-7,-48,0,-11,2,37.0,513.0,791.0,-642.0,-236.0,646.0,387.0
10:34:23.709,-1,-5,-49,15,-6,-2,38.0,1270.0,963.0,-58.0,625.0,2227.0,664.0
10:34:23.875,2,1,0,-3,-16,-2,43.0,741.0,-547.0,347.0,-204.0,-292.0,1609.0
10:34:23.983,2,0,-11,-5,-18,0,58.0,1010.0,-664.0,1.0,-39.0,-376.0,790.0
10:34:24.145,1,-3,-5,-3,-18,0,52.0,1817.0,1191.0,-619.0,242.0,831.0,246.0
10:34:24.301,16,4,-41,-5,-20,0,43.0,240.0,298.0,-372.0,235.0,858.0,1061.0
10:34:24.492,-1,-5,-55,0,-4,2,39.0,653.0,970.0,-35.0,-442.0,-198.0,970.0
10:34:24.654,-1,-6,-54,0,-6,3,32.0,896.0,80.0,-1131.0,-270.0,69.0,750.0
10:34:24.734,-2,-5,-50,-2,-12,4,32.0,608.0,1214.0,-345.0,-11.0,376.0,317.0
10:34:24.899,-1,-4,-44,13,4,0,36.0,1038.0,1010.0,-318.0,-159.0,1267.0,1717.0
10:34:25.087,2,2,-36,4,-6,-2,39.0,1106.0,-793.0,-73.0,-196.0,-32.0,1234.0
10:34:25.256,2,1,-26,-5,-16,0,46.0,1223.0,64.0,-6.0,-195.0,871.0,990.0
10:34:25.355,0,-2,0,0,-14,-1,51.0,1054.0,394.0,251.0,40.0,552.0,630.0
10:34:25.499,3,-2,-34,-4,-15,0,32.0,474.0,911.0,-232.0,-22.0,-172.0,734.0
10:34:25.676,3,-1,-48,-6,-10,8,33.0,740.0,1019.0,-1126.0,-15.0,-4.0,1168.0
10:34:25.860,-1,-6,-46,-4,-10,6,32.0,842.0,595.0,-44.0,-407.0,-287.0,939.0
10:34:25.937,-1,-6,-44,4,-4,1,33.0,1230.0,165.0,-152.0,-1897.0,2827.0,2570.0
10:34:26.122,0,1,-46,3,-5,-2,31.0,1893.0,139.0,-546.0,428.0,479.0,847.0
10:34:26.286,0,1,20,-7,-22,0,46.0,1367.0,-801.0,352.0,-113.0,253.0,811.0
10:34:26.460,2,4,-30,-7,-20,0,56.0,783.0,310.0,-16.0,6.0,-724.0,149.0
10:34:26.534,10,0,-44,-7,-20,0,34.0,583.0,-608.0,265.0,-28.0,279.0,630.0
10:34:26.720,4,7,-53,-5,-10,4,31.0,1555.0,685.0,-549.0,-432.0,786.0,1973.0
10:34:26.892,0,-8,-53,-3,-8,6,31.0,866.0,455.0,-357.0,-204.0,130.0,665.0
10:34:27.053,-2,-6,-49,0,-11,3,30.0,702.0,1139.0,-174.0,-93.0,476.0,137.0
10:34:27.155,-1,-4,-44,18,-2,0,33.0,1246.0,908.0,-313.0,871.0,1637.0,349.0
10:34:27.300,-2,0,40,-3,-15,-1,44.0,683.0,-401.0,185.0,-33.0,74.0,929.0
10:34:27.485,0,0,49,-5,-21,-2,43.0,884.0,556.0,354.0,-233.0,455.0,807.0
10:34:27.587,1,-1,1,-7,-20,0,52.0,869.0,877.0,-305.0,150.0,563.0,722.0
10:34:27.736,14,2,-41,-6,-19,0,33.0,-24.0,751.0,-380.0,260.0,544.0,825.0
10:34:27.902,0,-4,-53,-3,-8,4,35.0,638.0,748.0,64.0,-421.0,-376.0,1093.0
10:34:28.088,-1,-5,-51,0,-4,5,33.0,731.0,304.0,-573.0,-227.0,343.0,556.0
10:34:28.246,-2,-6,-48,-2,-11,3,33.0,363.0,1019.0,-400.0,93.0,561.0,113.0
10:34:28.331,-2,-4,-43,22,2,0,35.0,1333.0,1032.0,-97.0,168.0,2057.0,1488.0
10:34:28.503,1,4,-12,-3,-16,-2,42.0,784.0,-437.0,11.0,-268.0,-263.0,1641.0
10:34:28.681,0,-1,-8,-4,-17,0,58.0,1720.0,605.0,-365.0,-13.0,253.0,752.0
10:34:28.862,1,0,-20,-2,-15,0,58.0,946.0,661.0,-344.0,289.0,698.0,194.0
10:34:28.934,16,0,-45,-5,-16,0,36.0,762.0,916.0,-34.0,-240.0,776.0,1642.0
10:34:29.101,-1,-8,-55,-2,-10,4,36.0,876.0,866.0,-161.0,232.0,-913.0,890.0
10:34:29.296,-1,-7,-49,-3,-12,7,34.0,878.0,725.0,-466.0,-29.0,375.0,-11.0
10:34:29.383,-2,-2,-43,-3,-12,4,36.0,697.0,1275.0,-569.0,112.0,774.0,464.0
10:34:29.530,-1,-1,29,6,-11,0,30.0,1672.0,790.0,43.0,-282.0,713.0,967.0
10:34:29.716,0,0,43,-5,-19,0,47.0,1031.0,-707.0,439.0,-317.0,-97.0,1053.0
10:34:29.872,0,0,1,-3,-16,0,48.0,1707.0,-82.0,-422.0,-31.0,124.0,850.0
10:34:30.042,10,0,-39,-6,-21,0,56.0,-588.0,507.0,147.0,-42.0,1083.0,973.0
10:34:30.132,2,3,-53,-4,-12,8,48.0,738.0,1004.0,-460.0,-27.0,895.0,2097.0
10:34:30.324,-2,-7,-51,-3,-7,7,34.0,728.0,780.0,-696.0,279.0,-252.0,1597.0
10:34:30.489,-1,-6,-48,2,-11,2,34.0,768.0,551.0,-452.0,13.0,-187.0,107.0
10:34:30.583,0,-1,-34,15,-5,0,30.0,1764.0,1014.0,-843.0,-22.0,1076.0,1198.0
10:34:30.815,0,0,73,-5,-21,0,40.0,998.0,-1386.0,646.0,32.0,-747.0,-135.0
10:34:30.922,0,0,51,-5,-20,0,46.0,1221.0,0.0,700.0,237.0,-387.0,715.0
10:34:31.071,2,-2,27,-6,-20,0,37.0,579.0,880.0,-1241.0,231.0,809.0,1259.0
10:34:31.244,13,1,-36,-5,-18,0,35.0,498.0,1389.0,-290.0,115.0,1399.0,1804.0
10:34:31.349,-2,-7,-53,0,-8,4,33.0,861.0,741.0,-292.0,-273.0,-2.0,715.0
10:34:31.517,-2,-7,-49,0,-11,1,27.0,621.0,508.0,-466.0,119.0,181.0,-98.0
10:34:31.682,-1,-7,-47,10,-12,-1,37.0,1338.0,400.0,-169.0,142.0,800.0,427.0
10:34:31.857,2,5,-24,-1,-12,-2,40.0,1054.0,-735.0,283.0,47.0,-242.0,533.0
10:34:31.937,3,0,-21,-7,-21,0,57.0,1179.0,314.0,-296.0,171.0,-211.0,379.0
10:34:32.121,5,5,-42,-6,-20,-1,54.0,658.0,510.0,-127.0,178.0,141.0,432.0
10:34:32.278,12,0,-44,-6,-18,-1,30.0,534.0,1361.0,-938.0,576.0,509.0,1163.0
10:34:32.528,-2,-5,-54,0,-5,3,49.0,569.0,462.0,-460.0,-539.0,-1030.0,2569.0
10:34:32.547,-2,-7,-49,0,-8,1,24.0,730.0,1004.0,-266.0,-376.0,-240.0,11.0
10:34:32.719,-2,-6,-48,11,-9,0,30.0,1061.0,523.0,-99.0,126.0,360.0,92.0
10:34:32.892,0,5,-49,6,-6,-1,40.0,1717.0,-1056.0,-473.0,-266.0,-92.0,1966.0
10:34:33.055,1,1,-14,-4,-13,0,48.0,2014.0,785.0,246.0,178.0,1407.0,1009.0
10:34:33.155,0,0,-8,-2,-17,0,58.0,408.0,51.0,-237.0,311.0,828.0,694.0
10:34:33.309,6,1,-45,-5,-16,3,50.0,467.0,496.0,-427.0,154.0,149.0,1114.0
10:34:33.496,2,-1,-54,-3,-9,6,48.0,809.0,604.0,-521.0,-317.0,178.0,877.0
10:34:33.641,-1,-6,-52,-1,-8,5,35.0,760.0,780.0,-323.0,-295.0,0.0,838.0
10:34:33.833,-3,-7,-49,2,-7,3,31.0,471.0,777.0,-473.0,211.0,692.0,472.0
10:34:33.912,0,-4,-49,12,-6,-2,33.0,1496.0,441.0,-515.0,-7.0,863.0,1242.0
10:34:34.076,5,4,-16,-5,-21,0,45.0,1515.0,-395.0,441.0,-111.0,116.0,797.0
10:34:34.257,4,4,-29,-6,-18,0,46.0,1212.0,492.0,83.0,158.0,-5.0,724.0
10:34:34.353,12,3,-47,-5,-20,-1,44.0,398.0,-955.0,-762.0,320.0,295.0,1127.0
10:34:34.504,5,1,-54,-4,-9,3,25.0,719.0,595.0,-209.0,-1.0,1111.0,552.0
10:34:34.672,-1,-7,-54,0,-9,3,27.0,807.0,458.0,-554.0,-271.0,-122.0,1040.0
10:34:34.841,-2,-7,-50,1,-11,1,33.0,429.0,777.0,-719.0,160.0,857.0,168.0
10:34:34.933,-2,-1,-26,17,-7,0,38.0,1546.0,1071.0,-200.0,677.0,1007.0,795.0
10:34:35.116,0,0,30,-5,-19,0,54.0,1105.0,-1117.0,246.0,-211.0,447.0,964.0
10:34:35.280,-1,-5,66,-5,-20,0,50.0,1715.0,-579.0,884.0,-65.0,46.0,748.0
10:34:35.446,2,-1,-9,-5,-19,0,50.0,753.0,529.0,-705.0,406.0,223.0,318.0
10:34:35.531,13,0,-43,-4,-17,1,34.0,688.0,1139.0,-2598.0,-288.0,-327.0,1620.0
10:34:35.702,0,-7,-55,0,-4,5,33.0,795.0,789.0,-182.0,75.0,-224.0,996.0
10:34:35.869,-3,-7,-52,0,-8,2,30.0,702.0,638.0,-649.0,34.0,-315.0,507.0
10:34:36.047,-1,-8,-49,14,-8,-1,39.0,1056.0,455.0,145.0,113.0,806.0,244.0
10:34:36.129,1,2,-45,7,-4,-1,33.0,1731.0,75.0,-608.0,-58.0,-571.0,1384.0
10:34:36.313,2,0,13,-5,-20,0,44.0,1886.0,127.0,718.0,-232.0,261.0,1276.0
10:34:36.473,0,-2,-1,-3,-20,0,51.0,973.0,477.0,-229.0,228.0,130.0,439.0
10:34:36.584,9,3,-40,-5,-20,0,37.0,778.0,991.0,-457.0,234.0,-275.0,715.0
10:34:36.754,5,2,-53,-4,-9,3,44.0,1065.0,742.0,-695.0,-284.0,42.0,1176.0
10:34:36.905,-1,-6,-54,-4,-9,5,29.0,823.0,193.0,-448.0,-206.0,820.0,983.0
10:34:37.080,-2,-6,-51,-3,-13,4,29.0,248.0,590.0,-491.0,-76.0,552.0,599.0
10:34:37.248,0,-7,-48,11,-3,2,26.0,1543.0,559.0,-151.0,-303.0,1538.0,2473.0
10:34:37.330,2,4,-27,0,-12,0,34.0,1079.0,-797.0,306.0,-106.0,-653.0,1915.0
10:34:37.499,2,2,-30,-4,-17,-1,54.0,1311.0,-207.0,318.0,-51.0,694.0,839.0
10:34:37.674,1,-2,-8,-2,-17,-1,54.0,1161.0,563.0,-18.0,-26.0,-69.0,376.0
10:34:37.862,6,2,-41,-6,-16,2,33.0,490.0,670.0,-667.0,303.0,-52.0,1453.0
10:34:37.941,5,1,-53,-4,-11,2,37.0,753.0,614.0,-596.0,-321.0,45.0,1490.0
10:34:38.112,-1,-8,-53,2,-7,2,29.0,830.0,426.0,-311.0,-421.0,1371.0,1467.0
10:34:38.273,-3,-7,-47,0,-15,2,33.0,436.0,693.0,-567.0,41.0,560.0,5.0
10:34:38.383,1,-3,-49,15,-6,-1,30.0,1474.0,916.0,-318.0,434.0,1367.0,1200.0
10:34:38.535,1,2,9,-4,-18,-1,49.0,1056.0,-70.0,296.0,-167.0,22.0,1222.0
10:34:38.699,2,3,-30,-3,-20,0,56.0,1359.0,-186.0,-27.0,-100.0,163.0,822.0
10:34:38.869,2,0,-29,-3,-16,0,56.0,735.0,567.0,-211.0,-105.0,731.0,723.0
10:34:38.983,10,1,-47,-4,-17,0,40.0,552.0,824.0,-306.0,-59.0,669.0,891.0
10:34:39.146,-2,-7,-54,-1,-9,5,36.0,839.0,708.0,-235.0,-117.0,-408.0,820.0
10:34:39.320,-2,-7,-52,0,-12,4,33.0,619.0,787.0,-417.0,57.0,-13.0,26.0
10:34:39.487,-1,-6,-50,5,-10,0,39.0,1722.0,687.0,-102.0,-595.0,566.0,666.0
10:34:39.654,1,2,-25,3,-9,0,30.0,1330.0,57.0,-303.0,93.0,-129.0,856.0
10:34:39.731,3,0,-8,-5,-19,-1,53.0,1283.0,418.0,816.0,69.0,525.0,1338.0
10:34:39.909,2,-1,17,-2,-15,-1,59.0,1001.0,301.0,5.0,-6.0,163.0,575.0
10:34:40.085,4,1,-36,-5,-19,0,27.0,629.0,917.0,-600.0,99.0,-21.0,1202.0
10:34:40.246,6,1,-51,-5,-10,3,21.0,628.0,1093.0,-348.0,-111.0,374.0,1227.0
10:34:40.332,-1,-6,-55,-2,-9,6,30.0,672.0,476.0,-544.0,-71.0,765.0,1114.0
10:34:40.499,-1,-8,-50,-1,-12,3,27.0,740.0,813.0,-474.0,-102.0,350.0,393.0
10:34:40.685,-2,-6,-49,15,-7,-2,30.0,1245.0,527.0,-124.0,201.0,747.0,720.0
10:34:40.852,1,2,-42,8,-4,-2,33.0,1472.0,-510.0,54.0,458.0,-530.0,1130.0
10:34:40.936,0,0,2,-4,-17,0,37.0,1192.0,1705.0,10.0,50.0,372.0,1144.0
10:34:41.119,1,-2,13,-5,-18,0,57.0,1639.0,509.0,-210.0,104.0,257.0,465.0
10:34:41.282,6,0,-31,-4,-19,0,30.0,633.0,920.0,-247.0,-136.0,-337.0,1389.0
10:34:41.374,8,5,-50,-6,-13,4,29.0,1352.0,988.0,-162.0,-275.0,1179.0,2039.0
10:34:41.534,-2,-6,-52,-4,-12,7,30.0,822.0,452.0,-346.0,-251.0,736.0,1315.0
10:34:41.707,-1,-7,-51,2,-7,0,29.0,522.0,733.0,-508.0,18.0,551.0,658.0
10:34:41.886,-1,-5,-52,13,-9,0,31.0,1280.0,853.0,-354.0,99.0,2161.0,1845.0
10:34:41.978,2,2,0,-4,-15,0,52.0,648.0,-157.0,-367.0,41.0,97.0,1237.0
